DISTRICT,NEW_RATING
CT HD-23,LEAN R
CT HD-143,TILT D
CT HD-111,TOSS-UP
CT HD-02,TILT D
CT HD-36,TILT D
CT HD-60,TILT D
CT HD-64,TOSS-UP
RI HD-46,TOSS-UP
NH SD-01,TOSS-UP
