state,state_fips,district,district_num,incumbent,flip,favored,confidence,nom_R,nom_D,nom_I
IL,17,IL-SD-8,008,False,False,Election,No,False,False,False
IL,17,IL-SD-9,009,False,False,Election,No,False,False,False
IL,17,IL-SD-10,010,D,False,D,Safe,Anthony Beckman,Robert Martwick,False
IL,17,IL-SD-11,011,False,False,Election,No,False,False,False
IL,17,IL-SD-12,012,False,False,Election,No,False,False,False
IL,17,IL-SD-13,013,D,False,D,Uncontested,False,Robert Peters,False
IL,17,IL-SD-14,014,False,False,Election,No,False,False,False
IL,17,IL-SD-15,015,False,False,Election,No,False,False,False
IL,17,IL-SD-16,016,D,False,D,Uncontested,False,Jacqueline Collins,False
IL,17,IL-SD-17,017,False,False,Election,No,False,False,False
IL,17,IL-SD-18,018,False,False,Election,No,False,False,False
IL,17,IL-SD-19,019,D,False,D,Safe,August Deuser,Michael Hastings,False
IL,17,IL-SD-20,020,False,False,Election,No,False,False,False
IL,17,IL-SD-21,021,False,False,Election,No,False,False,False
IL,17,IL-SD-22,022,D,False,D,Uncontested,False,Cristina Castro,False
IL,17,IL-SD-23,023,False,False,Election,No,False,False,False
IL,17,IL-SD-24,024,False,False,Election,No,False,False,False
IL,17,IL-SD-25,025,False,True,D,Tilt,Jeanette Ward,Karina Villa,False
IL,17,IL-SD-26,026,False,False,Election,No,False,False,False
IL,17,IL-SD-27,027,False,False,Election,No,False,False,False
IL,17,IL-SD-28,028,D,False,D,Uncontested,False,Laura Murphy,False
IL,17,IL-SD-29,029,False,False,Election,No,False,False,False
IL,17,IL-SD-30,030,False,False,Election,No,False,False,False
IL,17,IL-SD-31,031,D,False,D,Safe,Christopher Kasperski,Melinda Bush,False
IL,17,IL-SD-32,032,False,False,Election,No,False,False,False
IL,17,IL-SD-33,033,False,False,Election,No,False,False,False
IL,17,IL-SD-34,034,D,False,D,Uncontested,False,Steve Stadelman,False
IL,17,IL-SD-35,035,False,False,Election,No,False,False,False
IL,17,IL-SD-36,036,False,False,Election,No,False,False,False
IL,17,IL-SD-37,037,False,False,R,Safe,Win Stoller,False,Marcus Throneburg
IL,17,IL-SD-38,038,False,False,Election,No,False,False,False
IL,17,IL-SD-39,039,False,False,Election,No,False,False,False
IL,17,IL-SD-40,040,D,False,D,Safe,Eric Wallace,Patrick Joyce,False
IL,17,IL-SD-41,041,False,False,Election,No,False,False,False
IL,17,IL-SD-42,042,False,False,Election,No,False,False,False
IL,17,IL-SD-43,043,False,False,D,Safe,Ben Bierly,John Connor,False
IL,17,IL-SD-44,044,False,False,Election,No,False,False,False
IL,17,IL-SD-45,045,False,False,Election,No,False,False,False
IL,17,IL-SD-46,046,D,False,D,Likely,Mary Burress,Dave Koehler,False
IL,17,IL-SD-47,047,False,False,Election,No,False,False,False
IL,17,IL-SD-48,048,False,False,Election,No,False,False,False
IL,17,IL-SD-49,049,False,False,D,Lean,Thomas McCullagh,Meg Loughran Cappel,False
IL,17,IL-SD-50,050,False,False,Election,No,False,False,False
IL,17,IL-SD-51,051,False,False,Election,No,False,False,False
IL,17,IL-SD-52,052,D,False,D,Uncontested,False,Scott Bennett,False
IL,17,IL-SD-53,053,False,False,Election,No,False,False,False
IL,17,IL-SD-54,054,False,False,Election,No,False,False,False
IL,17,IL-SD-55,055,False,False,R,Uncontested,Darren Bailey,False,False
IL,17,IL-SD-56,056,False,False,Election,No,False,False,False
IL,17,IL-SD-57,057,False,False,Election,No,False,False,False
IL,17,IL-SD-58,058,False,False,R,Uncontested,Terri Bryant,False,False
IL,17,IL-SD-59,059,False,False,Election,No,False,False,False
IN,18,IN-SD-1,001,False,False,Election,No,False,False,False
IN,18,IN-SD-2,002,D,False,D,Uncontested,False,Lonnie Randolph,False
IN,18,IN-SD-3,003,D,False,D,Uncontested,False,Eddie Melton,False
IN,18,IN-SD-4,004,False,False,Election,No,False,False,False
IN,18,IN-SD-5,005,R,False,R,Safe,Ed Charbonneau,Luke Bohm,False
IN,18,IN-SD-6,006,False,False,Election,No,False,False,False
IN,18,IN-SD-7,007,R,False,R,Safe,Brian Buchanan,Tabitha Bartley,False
IN,18,IN-SD-8,008,R,False,R,Uncontested,Mike Bohacek,False,False
IN,18,IN-SD-9,009,R,False,R,Safe,Ryan Mishler,Brandon Cavanaugh,False
IN,18,IN-SD-10,010,D,False,D,Uncontested,False,David Niezgodski,False
IN,18,IN-SD-11,011,False,False,Election,No,False,False,False
IN,18,IN-SD-12,012,R,False,R,Safe,Blake Doriot,Charles Mumaw,False
IN,18,IN-SD-13,013,R,False,R,Uncontested,Susan Glick,False,False
IN,18,IN-SD-14,014,False,False,Election,No,False,False,False
IN,18,IN-SD-15,015,False,False,Election,No,False,False,False
IN,18,IN-SD-16,016,R,False,R,Safe,Justin Busch,Juli Dominguez,False
IN,18,IN-SD-17,017,False,False,Election,No,False,False,False
IN,18,IN-SD-18,018,R,False,R,Safe,Stacey Donato,Laura Fred-Smith,False
IN,18,IN-SD-19,019,False,False,Election,No,False,False,False
IN,18,IN-SD-20,020,D,False,R,Safe,Scott Baldwin,Ronnie Saunders III,False
IN,18,IN-SD-21,021,False,False,Election,No,False,False,False
IN,18,IN-SD-22,022,False,False,Election,No,False,False,False
IN,18,IN-SD-23,023,False,False,Election,No,False,False,False
IN,18,IN-SD-24,024,R,False,R,Safe,John Crane,Stan Albaugh,False
IN,18,IN-SD-25,025,False,False,Election,No,False,False,False
IN,18,IN-SD-26,026,False,False,Election,No,False,False,False
IN,18,IN-SD-27,027,False,False,Election,No,False,False,False
IN,18,IN-SD-28,028,R,False,R,Safe,Mike Crider,Theresa Bruno,False
IN,18,IN-SD-29,029,False,False,Election,No,False,False,False
IN,18,IN-SD-30,030,False,False,False,Toss-Up,TBA,Fady Qaddoura,False
IN,18,IN-SD-31,031,False,False,Election,No,False,False,False
IN,18,IN-SD-32,032,R,False,R,Safe,Aaron Freeman,Belinda Drake,False
IN,18,IN-SD-33,033,D,False,D,Uncontested,False,Greg Taylor,False
IN,18,IN-SD-34,034,D,False,D,Uncontested,False,Jean Breaux,False
IN,18,IN-SD-35,035,R,False,R,Safe,R. Michael Young,Pete Cowden,False
IN,18,IN-SD-36,036,R,False,R,Lean,Jack Sandlin,Jason Fletcher,False
IN,18,IN-SD-37,037,R,False,R,Safe,Rodrick Bray,Tom Wallace,False
IN,18,IN-SD-38,038,False,False,Election,No,False,False,False
IN,18,IN-SD-39,039,False,False,Election,No,False,False,False
IN,18,IN-SD-40,040,False,False,D,Uncontested,False,TBA,False
IN,18,IN-SD-41,041,False,False,Election,No,False,False,False
IN,18,IN-SD-42,042,R,False,R,Uncontested,Jean Leising,False,False
IN,18,IN-SD-43,043,False,False,Election,No,False,False,False
IN,18,IN-SD-44,044,R,False,R,Uncontested,Eric Koch,False,False
IN,18,IN-SD-45,045,False,False,Election,No,False,False,False
IN,18,IN-SD-46,046,False,False,Election,No,False,False,False
IN,18,IN-SD-47,047,False,False,Election,No,False,False,False
IN,18,IN-SD-48,048,False,False,Election,No,False,False,False
IN,18,IN-SD-49,049,False,False,Election,No,False,False,False
IN,18,IN-SD-50,050,R,False,R,Uncontested,Vaneta Becker,False,False
IA,19,IA-SD-1,001,False,False,Election,No,False,False,False
IA,19,IA-SD-2,002,False,False,R,Uncontested,Jeff Taylor,False,False
IA,19,IA-SD-3,003,False,False,Election,No,False,False,False
IA,19,IA-SD-4,004,R,False,R,Uncontested,Dennis Guth,False,False
IA,19,IA-SD-5,005,False,False,Election,No,False,False,False
IA,19,IA-SD-6,006,False,False,R,Safe,Craig Steven Williams,C.J. Petersen,False
IA,19,IA-SD-7,007,False,False,Election,No,False,False,False
IA,19,IA-SD-8,008,R,False,R,Tilt,Dan Dawson,Steve Gorman,False
IA,19,IA-SD-9,009,False,False,Election,No,False,False,False
IA,19,IA-SD-10,010,R,False,R,Safe,Jake Chapman,Warren Andrew Varley,False
IA,19,IA-SD-11,011,False,False,Election,No,False,False,False
IA,19,IA-SD-12,012,R,False,R,Safe,Mark Costello,Joseph Norris,False
IA,19,IA-SD-13,013,False,False,Election,No,False,False,False
IA,19,IA-SD-14,014,R,False,R,Uncontested,Amy Sinclair,False,False
IA,19,IA-SD-15,015,False,False,Election,No,False,False,False
IA,19,IA-SD-16,016,D,False,D,Safe,False,Nate Boulton,Toya Johnson
IA,19,IA-SD-17,017,False,False,Election,No,False,False,False
IA,19,IA-SD-18,018,D,False,D,Uncontested,False,Janet Petersen,False
IA,19,IA-SD-19,019,False,False,Election,No,False,False,False
IA,19,IA-SD-20,020,R,False,False,Toss-Up,Brad Zaun,Rhonda Martin,False
IA,19,IA-SD-21,021,False,False,Election,No,False,False,False
IA,19,IA-SD-22,022,False,True,D,Tilt,Scott Cirksena,Sarah Trone Garriott,False
IA,19,IA-SD-23,023,False,False,Election,No,False,False,False
IA,19,IA-SD-24,024,False,False,R,Safe,Jesse Green,Cynthia Oppedal Paschen,False
IA,19,IA-SD-25,025,False,False,Election,No,False,False,False
IA,19,IA-SD-26,026,R,False,R,Safe,Waylon Brown,Deb Scharper,False
IA,19,IA-SD-27,027,False,False,Election,No,False,False,False
IA,19,IA-SD-28,028,R,False,R,Likely,Mike Klimesh,Matt Tapscott,False
IA,19,IA-SD-29,029,False,False,Election,No,False,False,False
IA,19,IA-SD-30,030,D,False,D,Safe,Harold Youngblut,Eric Giddens,False
IA,19,IA-SD-31,031,False,False,Election,No,False,False,False
IA,19,IA-SD-32,032,R,False,R,Likely,Craig Johnson,Pam Egli,False
IA,19,IA-SD-33,033,False,False,Election,No,False,False,False
IA,19,IA-SD-34,034,D,False,D,Uncontested,False,Liz Mathis,False
IA,19,IA-SD-35,035,False,False,Election,No,False,False,False
IA,19,IA-SD-36,036,R,False,R,Lean,Jeff Edler,David Degner,False
IA,19,IA-SD-37,037,False,False,Election,No,False,False,False
IA,19,IA-SD-38,038,D,False,R,Safe,Dawn Driscoll,Ivy Schuster,False
IA,19,IA-SD-39,039,False,False,Election,No,False,False,False
IA,19,IA-SD-40,040,R,False,R,Safe,Ken Rozenboom,Lance Roorda,False
IA,19,IA-SD-41,041,False,False,Election,No,False,False,False
IA,19,IA-SD-42,042,D,False,False,Toss-Up,Jeff Reichman,Rich Taylor,False
IA,19,IA-SD-43,043,False,False,Election,No,False,False,False
IA,19,IA-SD-44,044,False,False,False,Toss-Up,Tim Goodwin,Tom Courtney,False
IA,19,IA-SD-45,045,False,False,Election,No,False,False,False
IA,19,IA-SD-46,046,R,False,R,Likely,Mark S. Lofgren,Chris Brase,False
IA,19,IA-SD-47,047,False,False,Election,No,False,False,False
IA,19,IA-SD-48,048,R,False,R,Uncontested,Dan Zumbach,False,False
IA,19,IA-SD-49,049,False,False,Election,No,False,False,False
IA,19,IA-SD-50,050,D,False,D,Safe,Jennifer Smith,Pam Jochum,False
KS,20,KS-SD-1,001,R,False,R,Safe,Dennis Pyle,Kirk Miller,False
KS,20,KS-SD-2,002,D,False,D,Uncontested,False,Marci Francisco,False
KS,20,KS-SD-3,003,D,False,D,Lean,Willie Dove,Tom Holland,False
KS,20,KS-SD-4,004,D,False,D,Safe,Sam Stillwell,David Haley,False
KS,20,KS-SD-5,005,R,False,False,Toss-Up,Kevin Braun,Jeffrey Pittman,False
KS,20,KS-SD-6,006,D,False,D,Safe,Dianna Whittington,Pat Pettey,False
KS,20,KS-SD-7,007,False,False,D,Likely,Laura McConwell,Ethan Corson,False
KS,20,KS-SD-8,008,False,True,D,Lean,James Todd,Cindy Holscher,False
KS,20,KS-SD-9,009,R,False,R,Likely,Julia Lynn,Stacey Knoell,False
KS,20,KS-SD-10,010,False,False,False,Toss-Up,TBA,Lindsey Constance,False
KS,20,KS-SD-11,011,False,False,R,Safe,TBA,Joy Koesten,False
KS,20,KS-SD-12,012,R,False,R,Safe,Caryn Tyson,Mike Bruner,False
KS,20,KS-SD-13,013,D,False,R,Safe,Richard Hilderbrand,Nancy Ingle,False
KS,20,KS-SD-14,014,False,False,R,Uncontested,TBA,False,False
KS,20,KS-SD-15,015,False,False,R,Uncontested,TBA,False,False
KS,20,KS-SD-16,016,D,False,R,Safe,Ty Masterson,Timothy Don Fry II,False
KS,20,KS-SD-17,017,R,False,R,Safe,Jeff Longbine,Stephen Vecchione,False
KS,20,KS-SD-18,018,False,False,False,Toss-Up,Kristen O'Shea,TBA,False
KS,20,KS-SD-19,019,D,False,D,Likely,Rick Kloos,Anthony Hensley,False
KS,20,KS-SD-20,020,False,False,R,Likely,TBA,Rachel Willis,False
KS,20,KS-SD-21,021,D,False,D,Lean,Tom Bickimer,Dinah Sykes,False
KS,20,KS-SD-22,022,D,False,D,Lean,TBA,Tom Hawk,False
KS,20,KS-SD-23,023,False,False,R,Likely,TBA,Wendy Budetti,False
KS,20,KS-SD-24,024,False,False,R,Uncontested,TBA,False,False
KS,20,KS-SD-25,025,D,False,D,Likely,Vail Fruechting,Mary Ware,False
KS,20,KS-SD-26,026,R,False,R,Uncontested,Dan Kerschen,False,False
KS,20,KS-SD-27,027,R,False,R,Safe,Gene Suellentrop,Mike McCorkle,False
KS,20,KS-SD-28,028,R,False,False,Toss-Up,Mike Petersen,Jim Ward,False
KS,20,KS-SD-29,029,D,False,D,Safe,Myron Ackerman,Oletha Faust-Goudeau,False
KS,20,KS-SD-30,030,False,False,R,Likely,Renee Erickson,TBA,False
KS,20,KS-SD-31,031,R,False,R,Uncontested,Carolyn McGinn,False,False
KS,20,KS-SD-32,032,R,False,R,Uncontested,Larry Alley,False,False
KS,20,KS-SD-33,033,False,False,R,Uncontested,TBA,False,False
KS,20,KS-SD-34,034,False,False,R,Safe,TBA,Shanna Henry,False
KS,20,KS-SD-35,035,R,False,R,Uncontested,Richard Wilborn,False,False
KS,20,KS-SD-36,036,R,False,R,Uncontested,Elaine Bowers,False,False
KS,20,KS-SD-37,037,R,False,R,Safe,Molly Baumgardner,Becca Peck,False
KS,20,KS-SD-38,038,R,False,R,Safe,Bud Estes,Edgar Pando,False
KS,20,KS-SD-39,039,False,False,R,Uncontested,TBA,False,False
KS,20,KS-SD-40,040,R,False,R,Safe,Rick Billinger,Larry Dreiling,False
KY,21,KY-SD-1,001,False,False,R,Uncontested,Jason Howell,False,False
KY,21,KY-SD-2,002,False,False,Election,No,False,False,False
KY,21,KY-SD-3,003,R,False,R,Uncontested,Whitney Chesterfield,False,False
KY,21,KY-SD-4,004,False,False,Election,No,False,False,False
KY,21,KY-SD-5,005,R,False,R,Uncontested,Stephen Meredith,False,False
KY,21,KY-SD-6,006,False,False,Election,No,False,False,False
KY,21,KY-SD-7,007,False,False,False,Toss-Up,TBA,Joe Graviss,False
KY,21,KY-SD-8,008,False,False,Election,No,False,False,False
KY,21,KY-SD-9,009,R,False,R,Safe,David Givens,Brian Pedigo,False
KY,21,KY-SD-10,010,False,False,Election,No,False,False,False
KY,21,KY-SD-11,011,R,False,R,Safe,John Schickel,James Fiorelli,False
KY,21,KY-SD-12,012,False,False,Election,No,False,False,False
KY,21,KY-SD-13,013,D,False,D,Uncontested,False,Reginald Thomas,False
KY,21,KY-SD-14,014,False,False,Election,No,False,False,False
KY,21,KY-SD-15,015,False,False,R,Uncontested,TBA,False,False
KY,21,KY-SD-16,016,False,False,Election,No,False,False,False
KY,21,KY-SD-17,017,R,False,R,Safe,Damon Thayer,Jason Stroude,False
KY,21,KY-SD-18,018,False,False,Election,No,False,False,False
KY,21,KY-SD-19,019,D,False,D,Uncontested,False,Morgan McGarvey,False
KY,21,KY-SD-20,020,False,False,Election,No,False,False,False
KY,21,KY-SD-21,021,False,False,R,Safe,TBA,Walter Trebolo,False
KY,21,KY-SD-22,022,False,False,Election,No,False,False,False
KY,21,KY-SD-23,023,R,False,R,Likely,Chris McDaniel,Ryan Olexia,False
KY,21,KY-SD-24,024,False,False,Election,No,False,False,False
KY,21,KY-SD-25,025,R,False,R,Uncontested,Robert Stivers,False,False
KY,21,KY-SD-26,026,False,False,Election,No,False,False,False
KY,21,KY-SD-27,027,R,False,R,Uncontested,Steve West,False,False
KY,21,KY-SD-28,028,False,False,Election,No,False,False,False
KY,21,KY-SD-29,029,D,False,False,Toss-Up,TBA,Johnny Ray Turner,False
KY,21,KY-SD-30,030,False,False,Election,No,False,False,False
KY,21,KY-SD-31,031,R,False,R,Likely,Phillip Wheeler,TBA,False
KY,21,KY-SD-32,032,False,False,Election,No,False,False,False
KY,21,KY-SD-33,033,D,False,D,Uncontested,False,Gerald Neal,False
KY,21,KY-SD-34,034,False,False,Election,No,False,False,False
KY,21,KY-SD-35,035,D,False,D,Uncontested,False,Denise Harper Angel,False
KY,21,KY-SD-36,036,False,False,Election,No,False,False,False
KY,21,KY-SD-37,037,False,False,D,Uncontested,False,TBA,False
KY,21,KY-SD-38,038,False,False,Election,No,False,False,False
ME,23,ME-SD-1,001,D,False,D,Lean,Brian Schaefer,Troy Jackson,False
ME,23,ME-SD-2,002,D,False,False,Toss-Up,Harold Stewart,Michael Carpenter,False
ME,23,ME-SD-3,003,R,False,R,Safe,Bradlee Farrin,Katherine Wilder,False
ME,23,ME-SD-4,004,False,False,R,Safe,TBA,David Ziemer,False
ME,23,ME-SD-5,005,D,False,D,Safe,Christian Ireland,James Dill,False
ME,23,ME-SD-6,006,R,False,R,Safe,Marianne Moore,Jeffrey Lovit,False
ME,23,ME-SD-7,007,D,False,D,Safe,TBA,Louis Luchini,False
ME,23,ME-SD-8,008,False,False,R,Safe,TBA,TBA,False
ME,23,ME-SD-9,009,False,False,D,Safe,John Hiatt,TBA,False
ME,23,ME-SD-10,010,R,False,R,Safe,Stacey Guerin,Frederick Austin,False
ME,23,ME-SD-11,011,False,False,D,Lean,Duncan Milne,TBA,False
ME,23,ME-SD-12,012,D,False,D,Safe,Gordon Page,David Miramant,False
ME,23,ME-SD-13,013,R,False,False,Toss-Up,Dana Dow,Chloe Maxmin,False
ME,23,ME-SD-14,014,False,False,D,Likely,Mark Walker,TBA,False
ME,23,ME-SD-15,015,R,False,R,Likely,Matthew Pouliot,Kalie Hess,False
ME,23,ME-SD-16,016,R,False,R,Tilt,Scott Cyrway,Hilary Koch,False
ME,23,ME-SD-17,017,R,False,R,Likely,Russell Black,Jan Collins,False
ME,23,ME-SD-18,018,R,False,R,Safe,Lisa Keim,Gabriel Perkins,False
ME,23,ME-SD-19,019,False,False,R,Safe,Richard Bennett,Katherine Branch,False
ME,23,ME-SD-20,020,D,False,D,Tilt,Matthew Leonard,Ned Claxton,False
ME,23,ME-SD-21,021,D,False,D,Lean,Timothy Gallant,Nathan Libby,False
ME,23,ME-SD-22,022,R,False,R,Safe,Jeffrey Timberlake,Martha Poliquin,False
ME,23,ME-SD-23,023,D,False,D,Safe,Holly Kopp,Eloise Vitelli,False
ME,23,ME-SD-24,024,False,False,D,Safe,Bradford Pattershall,TBA,False
ME,23,ME-SD-25,025,D,False,D,Safe,Jennifer White,Catherine Breen,False
ME,23,ME-SD-26,026,D,False,D,Safe,Karen Lockwood,Bill Diamond,False
ME,23,ME-SD-27,027,D,False,D,Uncontested,False,Benjamin Chipman,False
ME,23,ME-SD-28,028,D,False,D,Uncontested,False,Heather Sanborn,False
ME,23,ME-SD-29,029,False,False,D,Safe,Stephanie Anderson,TBA,False
ME,23,ME-SD-30,030,False,False,D,Lean,Sara Rivard,Stacy Brenner,False
ME,23,ME-SD-31,031,D,False,D,Safe,William Gombar,Justin Chenette,False
ME,23,ME-SD-32,032,D,False,D,Safe,Robert Daigle,Susan Deschambault,False
ME,23,ME-SD-33,033,R,False,R,Safe,David Woodsome,Michael McKinney,False
ME,23,ME-SD-34,034,False,False,False,Toss-Up,Michael Pardue,Joseph Rafferty,False
ME,23,ME-SD-35,035,D,False,D,Safe,Bradley Moulton,Mark Lawrence,False
MA,25,"MA-SD-Berkshire, Hampshire, Franklin & Hampden",004,False,False,D,Safe,False,False,False
MA,25,MA-SD-Bristol & Norfolk,031,False,False,D,Safe,False,False,False
MA,25,MA-SD-Cape & Islands,040,False,False,D,Safe,False,False,False
MA,25,MA-SD-Fifth Middlesex,023,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Bristol & Plymouth,037,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Essex,019,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Essex & Middlesex,020,False,False,R,Safe,False,False,False
MA,25,MA-SD-First Hampden & Hampshire,007,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Middlesex,013,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Middlesex & Norfolk,029,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Plymouth & Bristol,036,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Suffolk,001,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Suffolk & Middlesex,027,False,False,D,Safe,False,False,False
MA,25,MA-SD-First Worcester,010,False,False,D,Safe,False,False,False
MA,25,MA-SD-Fourth Middlesex,024,False,False,D,Safe,False,False,False
MA,25,MA-SD-Hampden,003,False,False,D,Safe,False,False,False
MA,25,"MA-SD-Hampshire, Franklin & Worcester",006,False,False,D,Safe,False,False,False
MA,25,MA-SD-Middlesex & Suffolk,026,False,False,D,Safe,False,False,False
MA,25,MA-SD-Middlesex & Worcester,014,False,False,D,Safe,False,False,False
MA,25,MA-SD-Norfolk & Plymouth,033,False,False,D,Safe,False,False,False
MA,25,MA-SD-Norfolk & Suffolk,030,False,False,D,Safe,False,False,False
MA,25,"MA-SD-Norfolk, Bristol & Middlesex",017,False,False,D,Tilt,False,False,False
MA,25,"MA-SD-Norfolk, Bristol & Plymouth",032,False,False,D,Safe,False,False,False
MA,25,MA-SD-Plymouth & Barnstable,039,False,False,D,Tilt,False,False,False
MA,25,MA-SD-Plymouth & Norfolk,034,False,False,R,Lean,False,False,False
MA,25,MA-SD-Second Bristol & Plymouth,038,False,False,D,Safe,False,False,False
MA,25,MA-SD-Second Essex,021,False,False,D,Safe,False,False,False
MA,25,MA-SD-Second Essex & Middlesex,018,False,False,D,Safe,False,False,False
MA,25,MA-SD-Second Hampden & Hampshire,005,False,False,D,Lean,False,False,False
MA,25,MA-SD-Second Middlesex,025,False,False,D,Safe,False,False,False
MA,25,MA-SD-Second Middlesex & Norfolk,015,False,False,D,Safe,False,False,False
MA,25,MA-SD-Second Plymouth & Bristol,035,False,False,D,Safe,False,False,False
MA,25,MA-SD-Second Suffolk,002,False,False,D,Safe,False,False,False
MA,25,MA-SD-Second Suffolk & Middlesex,028,False,False,D,Safe,False,False,False
MA,25,MA-SD-Second Worcester,011,False,False,D,Safe,False,False,False
MA,25,MA-SD-Third Essex,022,False,False,D,Safe,False,False,False
MA,25,MA-SD-Third Middlesex,016,False,False,D,Safe,False,False,False
MA,25,MA-SD-Worcester & Middlesex,009,False,False,R,Lean,False,False,False
MA,25,MA-SD-Worcester & Norfolk,012,False,False,R,Safe,False,False,False
MA,25,"MA-SD-Worcester, Hampden, Hampshire & Middlesex",008,False,False,D,Likely,False,False,False
MN,27,MN-SD-01,001,R,False,R,Safe,Mark Johnson,Reed Perkins,False
MN,27,MN-SD-02,002,R,False,R,Safe,Paul Utke,Leonard Alan Roy,False
MN,27,MN-SD-03,003,D,False,D,Safe,Christopher Hogan,Thomas (Tom) Bakk,False
MN,27,MN-SD-04,004,D,False,D,Likely,Mark Larson,Kent Eken,False
MN,27,MN-SD-05,005,R,False,R,Lean,Justin Eichorn,Rita Albrecht,"Robyn Smith, Dennis Barsness"
MN,27,MN-SD-06,006,False,False,D,Safe,John J. Moren,TBA,False
MN,27,MN-SD-07,007,False,False,D,Safe,Donna Bergstrom,TBA,False
MN,27,MN-SD-08,008,R,False,R,Safe,Bill Ingebrigtsen,Michele Anderson,False
MN,27,MN-SD-09,009,False,False,R,Safe,TBA,A. John Peters,False
MN,27,MN-SD-10,010,False,False,R,Safe,TBA,Steve Samuelson,False
MN,27,MN-SD-11,011,R,False,R,Likely,Jason Rarick,Michelle Lee,False
MN,27,MN-SD-12,012,R,False,R,Safe,Torrey Westrom,Jill Abahsain,False
MN,27,MN-SD-13,013,R,False,R,Safe,Jeff Howe,Michael Willemsen,False
MN,27,MN-SD-14,014,R,False,False,Toss-Up,Jerry Relph,Aric Putnam,Jaden Partlow
MN,27,MN-SD-15,015,R,False,R,Safe,Andrew Matthews,Brent Krist,False
MN,27,MN-SD-16,016,R,False,R,Safe,Gary Dahms,False,"Steve ""Stoney"" Preslicka"
MN,27,MN-SD-17,017,R,False,R,Safe,Andrew Lang,Fernando Alvarado,False
MN,27,MN-SD-18,018,R,False,R,Safe,Scott Newman,Chad R. Tschimperle,False
MN,27,MN-SD-19,019,D,False,D,Safe,Elizabeth Bangert,Nick Frentz,False
MN,27,MN-SD-20,020,R,False,R,Lean,Rich Draheim,Jon Olson,Jason Hoschette
MN,27,MN-SD-21,021,R,False,R,Likely,Michael P. Goggin,Ralph Kaehler,False
MN,27,MN-SD-22,022,R,False,R,Safe,Bill Weber,TBA,Brian Abrahamson
MN,27,MN-SD-23,023,R,False,R,Safe,Julie A. Rosen,False,David Pulkrabek
MN,27,MN-SD-24,024,R,False,R,Safe,John R. Jasinski,Roger Steinkamp,False
MN,27,MN-SD-25,025,R,False,R,Likely,David Senjem,Sara Flick,False
MN,27,MN-SD-26,026,R,False,R,Lean,Carla Nelson,Aleta Borrund,False
MN,27,MN-SD-27,027,D,False,D,Lean,Gene Dornink,Dan Sparks,Tyler Becvar
MN,27,MN-SD-28,028,R,False,R,Safe,Jeremy Miller,Sarah Kruger,Eric Leitzen
MN,27,MN-SD-29,029,R,False,R,Safe,Bruce D. Anderson,Chris Brazelton,Mary Murphy
MN,27,MN-SD-30,030,R,False,R,Safe,Mary Kiffmeyer,Diane Nguyen,False
MN,27,MN-SD-31,031,R,False,R,Safe,Michelle R. Benson,Kate Luthner,False
MN,27,MN-SD-32,032,R,False,R,Safe,Mark Koran,Joshua Fike,False
MN,27,MN-SD-33,033,R,False,R,Likely,David Osmek,Gretchen Piper,False
MN,27,MN-SD-34,034,R,False,R,Safe,Warren Limmer,Bonnie Westlin,False
MN,27,MN-SD-35,035,R,False,R,Safe,Jim Abeler,David L. Nelson,False
MN,27,MN-SD-36,036,D,False,D,Likely,Karen Attia,John Hoffman,False
MN,27,MN-SD-37,037,D,False,D,Lean,Brad Sanford,Jerry Newton,False
MN,27,MN-SD-38,038,R,False,R,Lean,Roger Chamberlain,Justin Stofferahn,False
MN,27,MN-SD-39,039,R,False,R,Likely,Karin Housley,TBA,False
MN,27,MN-SD-40,040,D,False,D,Safe,Robert Marvin ,Chris Eaton,False
MN,27,MN-SD-41,041,False,False,D,Safe,Lucia Marina Vogel,Mary Kunesh-Podein,False
MN,27,MN-SD-42,042,D,False,D,Safe,Ben Schwanke,"Jason ""Ike"" Isaacson",False
MN,27,MN-SD-43,043,D,False,D,Safe,Bob Zick,"Charles ""Chuck"" Wiger",Doug Daubenspeck
MN,27,MN-SD-44,044,False,True,D,Likely,Greg Pulles,Ann Johnson Stewart,False
MN,27,MN-SD-45,045,D,False,D,Safe,Roxana Bruins,Ann H. Rest,Andy Schuler
MN,27,MN-SD-46,046,D,False,D,Safe,Bryan P. Björnson,Ron Latz,False
MN,27,MN-SD-47,047,False,False,R,Safe,TBA,TBA,False
MN,27,MN-SD-48,048,D,False,D,Lean,Jeff Jiang,Steve Cwodzinski,False
MN,27,MN-SD-49,049,D,False,D,Safe,TBA,Melisa Lopez Franzen,False
MN,27,MN-SD-50,050,D,False,D,Safe,Dean Wm Mumbleau,Melissa Halvorson Wiklund,False
MN,27,MN-SD-51,051,D,False,D,Safe,Douglas D. Willetts,Jim Carlson,False
MN,27,MN-SD-52,052,D,False,D,Safe,Tomas Settell,Matt Klein,False
MN,27,MN-SD-53,053,False,False,D,Likely,Mary Giuliani Stephens,TBA,False
