state,state_fips,district,district_num,incumbent,flip,favored,confidence,nom_R,nom_D,nom_I,totalvotes,imputedvotes
NY,36,NY-SD-57,057,R,False,R,Safe,George Borrello,Frank Puglisi,False,93511.0,False
NY,36,NY-SD-58,058,R,False,R,Safe,Thomas O'Mara,Leslie Danks Burke,False,102314.0,False
NY,36,NY-SD-59,059,R,False,R,Safe,Patrick Gallivan,Jason Klimek,False,121585.0,False
NY,36,NY-SD-60,060,False,False,R,Likely,Joshua Mertzlufft,Sean Ryan,False,114357.0,False
NY,36,NY-SD-61,061,False,False,R,Lean,Edward Rath,TBA,"Brian Curran, Adam Massaro, TBA",116104.0,False
NY,36,NY-SD-62,062,R,False,R,Uncontested,Robert Ortt,False,False,99613.0,False
NY,36,NY-SD-63,063,False,False,D,Safe,Timothy Kennedy,False,False,85672.0,False
OH,39,OH-SD-1,001,False,False,Election,No,False,False,False,122575.0,False
OH,39,OH-SD-2,002,False,False,R,Safe,Theresa Gavarone,Joel O'Dorisio,False,128187.0,True
OH,39,OH-SD-3,003,False,False,Election,No,False,False,False,132171.0,False
OH,39,OH-SD-4,004,False,False,R,Safe,George Lang,Kathy Wyenandt,False,128187.0,True
OH,39,OH-SD-5,005,False,False,Election,No,False,False,False,118243.0,False
OH,39,OH-SD-6,006,False,False,R,Safe,Niraj Antani,Mark Fogel,False,128187.0,True
OH,39,OH-SD-7,007,False,False,Election,No,False,False,False,158714.0,False
OH,39,OH-SD-8,008,R,False,R,Safe,Lou Blessing,Dan Brown,False,128187.0,True
OH,39,OH-SD-9,009,False,False,Election,No,False,False,False,130038.0,False
OH,39,OH-SD-10,010,R,False,R,Safe,Bob Hackett,Charlie Ballard,False,128187.0,True
OH,39,OH-SD-11,011,False,False,Election,No,False,False,False,106501.0,False
OH,39,OH-SD-12,012,R,False,R,Safe,Matt Huffman,Kenny Poling,False,128187.0,True
OH,39,OH-SD-13,013,False,False,Election,No,False,False,False,131482.0,False
OH,39,OH-SD-14,014,R,False,R,Safe,Terry Johnson,Ryan Ottney,False,128187.0,True
OH,39,OH-SD-15,015,False,False,Election,No,False,False,False,130283.0,False
OH,39,OH-SD-16,016,R,False,False,Toss-Up,Stephanie Kunze,Krystal Lett,False,128187.0,True
OH,39,OH-SD-17,017,False,False,Election,No,False,False,False,113453.0,False
OH,39,OH-SD-18,018,False,False,R,Safe,Jerry Cirino,Betsy Rader,False,128187.0,True
OH,39,OH-SD-19,019,False,False,Election,No,False,False,False,161911.0,False
OH,39,OH-SD-20,020,False,False,R,Safe,Tim Schaffer,Christian Johnson,False,128187.0,True
OH,39,OH-SD-21,021,False,False,Election,No,False,False,False,110903.0,False
OH,39,OH-SD-22,022,False,False,R,Safe,Mark Romanchuk,Steve Johnson,False,128187.0,True
OH,39,OH-SD-23,023,False,False,Election,No,False,False,False,106875.0,False
OH,39,OH-SD-24,024,R,False,R,Lean,Matt Dolan,Tom Jackson,False,128187.0,True
OH,39,OH-SD-25,025,False,False,Election,No,False,False,False,130009.0,False
OH,39,OH-SD-26,026,False,False,R,Safe,Bill Reineke,Craig Swartz,False,128187.0,True
OH,39,OH-SD-27,027,False,False,Election,No,False,False,False,143742.0,False
OH,39,OH-SD-28,028,D,False,D,Uncontested,False,Vernon Sykes,False,128187.0,True
OH,39,OH-SD-29,029,False,False,Election,No,False,False,False,126381.0,False
OH,39,OH-SD-30,030,R,False,R,Safe,Frank Hoagland,Michael Fletcher,False,128187.0,True
OH,39,OH-SD-31,031,False,False,Election,No,False,False,False,128597.0,False
OH,39,OH-SD-32,032,D,False,D,Lean,Sandra O'Brien,Sean O'Brien,False,128187.0,True
OH,39,OH-SD-33,033,False,False,Election,No,False,False,False,127306.0,False
OK,40,OK-SD-1,001,False,False,R,Uncontested,TBA,False,False,24344.0,True
OK,40,OK-SD-2,002,False,False,Election,No,False,False,False,28982.0,False
OK,40,OK-SD-3,003,False,False,R,Safe,TBA,Dyllon Fite,False,24344.0,True
OK,40,OK-SD-4,004,False,False,Election,No,False,False,False,20892.0,False
OK,40,OK-SD-5,005,False,False,R,Safe,TBA,TBA,False,24344.0,True
OK,40,OK-SD-6,006,False,False,Election,No,False,False,False,21840.0,False
OK,40,OK-SD-7,007,False,False,R,Safe,TBA,TBA,False,24344.0,True
OK,40,OK-SD-8,008,False,False,Election,No,False,False,False,21862.0,False
OK,40,OK-SD-9,009,R,False,R,Likely,DeWayne Pemberton,Jack Reavis,False,24344.0,True
OK,40,OK-SD-10,010,False,False,Election,No,False,False,False,24344.0,True
OK,40,OK-SD-11,011,D,False,D,Uncontested,False,Kevin Matthews,False,24344.0,True
OK,40,OK-SD-12,012,False,False,Election,No,False,False,False,25006.0,False
OK,40,OK-SD-13,013,False,False,R,Uncontested,TBA,False,False,24344.0,True
OK,40,OK-SD-14,014,False,False,Election,No,False,False,False,22895.0,False
OK,40,OK-SD-15,015,R,False,R,Likely,Rob Standridge,TBA,False,24344.0,True
OK,40,OK-SD-16,016,False,False,Election,No,False,False,False,24684.0,False
OK,40,OK-SD-17,017,False,False,R,Safe,TBA,False,Greg Sadler,24344.0,True
OK,40,OK-SD-18,018,False,False,Election,No,False,False,False,25745.0,False
OK,40,OK-SD-19,019,False,False,R,Uncontested,TBA,False,False,24344.0,True
OK,40,OK-SD-20,020,False,False,Election,No,False,False,False,27141.0,False
OK,40,OK-SD-21,021,R,False,R,Safe,Tom J. Dugger,Rick Dunham,False,24344.0,True
OK,40,OK-SD-22,022,False,False,Election,No,False,False,False,35842.0,False
OK,40,OK-SD-23,023,R,False,R,Uncontested,Lonnie J. Paxton,False,False,24344.0,True
OK,40,OK-SD-24,024,False,False,Election,No,False,False,False,27670.0,False
OK,40,OK-SD-25,025,R,False,R,Uncontested,Joe Newhouse,False,False,24344.0,True
OK,40,OK-SD-26,026,False,False,Election,No,False,False,False,24344.0,True
OK,40,OK-SD-27,027,R,False,R,Uncontested,Casey Murdock,False,False,24344.0,True
OK,40,OK-SD-28,028,False,False,R,Uncontested,TBA,False,False,23463.0,False
OK,40,OK-SD-29,029,R,False,R,Uncontested,Julie Daniels,False,False,24344.0,True
OK,40,OK-SD-30,030,False,False,Election,No,False,False,False,22505.0,False
OK,40,OK-SD-31,031,R,False,R,Uncontested,Chris Kidd,False,False,24344.0,True
OK,40,OK-SD-32,032,False,False,Election,No,False,False,False,15306.0,False
OK,40,OK-SD-33,033,R,False,R,Uncontested,Nathan Dahm,False,False,24344.0,True
OK,40,OK-SD-34,034,False,False,Election,No,False,False,False,24344.0,True
OK,40,OK-SD-35,035,False,False,False,Toss-Up,TBA,TBA,False,24344.0,True
OK,40,OK-SD-36,036,False,False,Election,No,False,False,False,23005.0,False
OK,40,OK-SD-37,037,D,True,R,Lean,TBA,Allison Ikley-Freeman,False,24344.0,True
OK,40,OK-SD-38,038,False,False,Election,No,False,False,False,21316.0,False
OK,40,OK-SD-39,039,R,False,R,Tilt,Dave Rader,Shawna Mott-Wright,False,24344.0,True
OK,40,OK-SD-40,040,False,False,Election,No,False,False,False,26943.0,False
OK,40,OK-SD-41,041,R,False,R,Uncontested,Adam Pugh,False,False,24344.0,True
OK,40,OK-SD-42,042,False,False,Election,No,False,False,False,23775.0,False
OK,40,OK-SD-43,043,False,False,R,Safe,TBA,Terri Reimer,False,24344.0,True
OK,40,OK-SD-44,044,False,False,Election,No,False,False,False,24344.0,True
OK,40,OK-SD-45,045,False,False,R,Safe,TBA,Jennifer Wilkinson,False,24344.0,True
OK,40,OK-SD-46,046,False,False,Election,No,False,False,False,24344.0,True
OK,40,OK-SD-47,047,R,False,R,Likely,Greg Treat,Andrea Stone,False,24344.0,True
OK,40,OK-SD-48,048,False,False,Election,No,False,False,False,23670.0,False
OR,41,OR-SD-1,001,R,False,R,Safe,Dallas Heard,Kat Stone,False,59010.0,False
OR,41,OR-SD-2,002,False,False,R,Safe,Art Robinson,Jerry Allen,False,56039.0,True
OR,41,OR-SD-3,003,False,False,Election,No,False,False,False,64974.0,False
OR,41,OR-SD-4,004,False,False,Election,No,False,False,False,65301.0,False
OR,41,OR-SD-5,005,False,False,False,Toss-Up,Dick Anderson,Melissa Cribbins,False,56039.0,True
OR,41,OR-SD-6,006,False,False,Election,No,False,False,False,55717.0,False
OR,41,OR-SD-7,007,False,False,Election,No,False,False,False,40408.0,False
OR,41,OR-SD-8,008,False,False,Election,No,False,False,False,60519.0,False
OR,41,OR-SD-9,009,R,False,R,Safe,Fred Girod,Jim Hinsvark,False,56039.0,True
OR,41,OR-SD-10,010,False,False,False,Toss-Up,Denyc Boles,Deb Patterson,False,61490.0,False
OR,41,OR-SD-11,011,False,False,Election,No,False,False,False,37651.0,False
OR,41,OR-SD-12,012,R,False,R,Safe,Brian J. Boquist,Bernadette Hansen,False,56039.0,True
OR,41,OR-SD-13,013,False,False,Election,No,False,False,False,62392.0,False
OR,41,OR-SD-14,014,False,False,D,Safe,Harmony Mulkey,Kate Lieber,False,56039.0,True
OR,41,OR-SD-15,015,False,False,Election,No,False,False,False,51921.0,False
OR,41,OR-SD-16,016,False,False,Election,No,False,False,False,61435.0,False
OR,41,OR-SD-17,017,False,False,Election,No,False,False,False,47878.0,False
OR,41,OR-SD-18,018,D,False,D,Uncontested,False,Ginny Burdick,False,56039.0,True
OR,41,OR-SD-19,019,False,False,Election,No,False,False,False,72550.0,False
OR,41,OR-SD-20,020,False,False,Election,No,False,False,False,64968.0,False
OR,41,OR-SD-21,021,D,False,D,Uncontested,False,Kathleen Taylor,False,56039.0,True
OR,41,OR-SD-22,022,D,False,D,Uncontested,False,Lew Frederick,False,56039.0,True
OR,41,OR-SD-23,023,D,False,D,Uncontested,False,Michael Dembrow,False,56039.0,True
OR,41,OR-SD-24,024,False,False,Election,No,False,False,False,32493.0,False
OR,41,OR-SD-25,025,False,False,D,Safe,Justin Hwang,Chris Gorsek,False,56039.0,True
OR,41,OR-SD-26,026,False,False,Election,No,False,False,False,58814.0,False
OR,41,OR-SD-27,027,R,False,R,Lean,Tim Knopp,Eileen Kiely,False,56039.0,True
OR,41,OR-SD-28,028,R,False,R,Safe,Dennis Linthicum,Hugh Palcic,False,56039.0,True
OR,41,OR-SD-29,029,R,False,R,Safe,Bill Hansell,Mildred O'Callaghan,False,56039.0,True
OR,41,OR-SD-30,030,R,False,R,Safe,Lynn Findley,Carina Miller,False,55148.0,False
PA,42,PA-SD-1,001,False,False,D,Uncontested,False,Nikil Saval,False,96407.0,True
PA,42,PA-SD-2,002,False,False,Election,No,False,False,False,58717.0,False
PA,42,PA-SD-3,003,D,False,D,Uncontested,False,Sharif Street,False,96407.0,True
PA,42,PA-SD-4,004,False,False,Election,No,False,False,False,127215.0,False
PA,42,PA-SD-5,005,D,False,D,Uncontested,False,John Sabatina,False,96407.0,True
PA,42,PA-SD-6,006,False,False,Election,No,False,False,False,108690.0,False
PA,42,PA-SD-7,007,False,False,D,Uncontested,False,TBA,False,96407.0,True
PA,42,PA-SD-8,008,False,False,Election,No,False,False,False,86092.0,False
PA,42,PA-SD-9,009,R,True,D,Tilt,Tom Killion,John Kane,False,96407.0,True
PA,42,PA-SD-10,010,False,False,Election,No,False,False,False,128373.0,False
PA,42,PA-SD-11,011,D,False,D,Safe,Annette Baker,Judith Schwank,False,96407.0,True
PA,42,PA-SD-12,012,False,False,Election,No,False,False,False,117811.0,False
PA,42,PA-SD-13,013,R,False,R,Likely,Scott Martin,Janet Diaz,False,96407.0,True
PA,42,PA-SD-14,014,False,False,Election,No,False,False,False,51521.0,False
PA,42,PA-SD-15,015,R,False,False,Toss-Up,John DiSanto,George Scott,False,96407.0,True
PA,42,PA-SD-16,016,False,False,Election,No,False,False,False,95097.0,False
PA,42,PA-SD-17,017,False,False,D,Safe,Ellen Fisher,Amanda Cappelletti,False,96407.0,True
PA,42,PA-SD-18,018,False,False,Election,No,False,False,False,65705.0,False
PA,42,PA-SD-19,019,False,False,D,Safe,Kevin Runey,Carolyn Comitta,False,96407.0,True
PA,42,PA-SD-20,020,False,False,Election,No,False,False,False,81817.0,False
PA,42,PA-SD-21,021,R,False,R,Safe,Scott Hutchinson,Shelbie Lynn Stromyer,False,96407.0,True
PA,42,PA-SD-22,022,False,False,Election,No,False,False,False,96612.0,False
PA,42,PA-SD-23,023,R,False,R,Safe,Gene Yaw,Jaclyn Baker,False,96407.0,True
PA,42,PA-SD-24,024,False,False,Election,No,False,False,False,104144.0,False
PA,42,PA-SD-25,025,False,False,R,Safe,Cris Dush,Margaret Satterwhite Brown,False,96407.0,True
PA,42,PA-SD-26,026,False,False,Election,No,False,False,False,120947.0,False
PA,42,PA-SD-27,027,R,False,R,Safe,John Gordner,Michelle Lynn Siegel,False,96407.0,True
PA,42,PA-SD-28,028,False,False,Election,No,False,False,False,99485.0,False
PA,42,PA-SD-29,029,R,False,R,Uncontested,David Argall,False,False,96407.0,True
PA,42,PA-SD-30,030,False,False,Election,No,False,False,False,87295.0,False
PA,42,PA-SD-31,031,R,False,R,Safe,Mike Regan,Shanna Danielson,False,96407.0,True
PA,42,PA-SD-32,032,False,False,Election,No,False,False,False,82788.0,False
PA,42,PA-SD-33,033,R,False,R,Safe,Doug Mastriano,Richard Sterner,False,96407.0,True
PA,42,PA-SD-34,034,False,False,Election,No,False,False,False,88334.0,False
PA,42,PA-SD-35,035,R,False,R,Safe,Wayne Langerholc,Shaun Dougherty,False,96407.0,True
PA,42,PA-SD-36,036,False,False,Election,No,False,False,False,105131.0,False
PA,42,PA-SD-37,037,D,False,D,Lean,Devlin Robinson,Pam Iovino,False,96407.0,True
PA,42,PA-SD-38,038,False,False,Election,No,False,False,False,123929.0,False
PA,42,PA-SD-39,039,R,False,R,Safe,Kim Ward,Tay Waltenbaugh,False,96407.0,True
PA,42,PA-SD-40,040,False,False,Election,No,False,False,False,98430.0,False
PA,42,PA-SD-41,041,R,False,R,Safe,Joe Pittman,Anthony Deloreto,False,96407.0,True
PA,42,PA-SD-42,042,False,False,Election,No,False,False,False,86288.0,False
PA,42,PA-SD-43,043,D,False,D,Uncontested,False,Jay Costa,False,96407.0,True
PA,42,PA-SD-44,044,False,False,Election,No,False,False,False,120635.0,False
PA,42,PA-SD-45,045,D,False,D,Likely,Nicole Ziccarelli,Jim Brewster,False,96407.0,True
PA,42,PA-SD-46,046,False,False,Election,No,False,False,False,94435.0,False
PA,42,PA-SD-47,047,R,False,R,Safe,Elder Vogel,Stephen John Krizan,False,96407.0,True
PA,42,PA-SD-48,048,False,False,Election,No,False,False,False,95902.0,False
PA,42,PA-SD-49,049,R,False,False,Toss-Up,Daniel Laughlin,Julie Slomski,False,96407.0,True
PA,42,PA-SD-50,050,False,False,Election,No,False,False,False,84773.0,False
RI,44,RI-SD-1,001,False,False,D,Safe,False,False,False,5606.0,False
RI,44,RI-SD-2,002,False,False,D,Safe,False,False,False,5172.0,False
RI,44,RI-SD-3,003,False,False,D,Safe,False,False,False,9661.0,False
RI,44,RI-SD-4,004,False,False,D,Safe,False,False,False,7603.0,False
RI,44,RI-SD-5,005,False,False,D,Safe,False,False,False,6068.0,False
RI,44,RI-SD-6,006,False,False,D,Safe,False,False,False,5633.0,False
RI,44,RI-SD-7,007,False,False,D,Safe,False,False,False,5256.0,False
RI,44,RI-SD-8,008,False,False,D,Safe,False,False,False,6478.0,False
RI,44,RI-SD-9,009,False,False,D,Safe,False,False,False,8742.0,False
RI,44,RI-SD-10,010,False,False,D,Safe,False,False,False,8882.0,False
RI,44,RI-SD-11,011,False,False,D,Likely,False,False,False,10915.0,False
RI,44,RI-SD-12,012,False,False,D,Safe,False,False,False,11021.0,False
RI,44,RI-SD-13,013,False,False,D,Safe,False,False,False,10005.0,False
RI,44,RI-SD-14,014,False,False,D,Safe,False,False,False,7148.0,False
RI,44,RI-SD-15,015,False,False,D,Safe,False,False,False,5795.0,False
RI,44,RI-SD-16,016,False,False,D,Safe,False,False,False,3485.0,False
RI,44,RI-SD-17,017,False,False,False,Toss-Up,False,False,False,11877.0,False
RI,44,RI-SD-18,018,False,False,D,Safe,False,False,False,9283.0,False
RI,44,RI-SD-19,019,False,False,D,Safe,False,False,False,10885.0,False
RI,44,RI-SD-20,020,False,False,D,Safe,False,False,False,8020.0,False
RI,44,RI-SD-21,021,False,False,R,Safe,False,False,False,12415.0,False
RI,44,RI-SD-22,022,False,False,D,Safe,False,False,False,10894.0,False
RI,44,RI-SD-23,023,False,False,R,Safe,False,False,False,11212.0,False
RI,44,RI-SD-24,024,False,False,D,Safe,False,False,False,6507.0,False
RI,44,RI-SD-25,025,False,False,D,Safe,False,False,False,10310.0,False
RI,44,RI-SD-26,026,False,False,D,Safe,False,False,False,8255.0,False
RI,44,RI-SD-27,027,False,False,D,Safe,False,False,False,11648.0,False
RI,44,RI-SD-28,028,False,False,D,Safe,False,False,False,8083.0,False
RI,44,RI-SD-29,029,False,False,D,Safe,False,False,False,9677.0,False
RI,44,RI-SD-30,030,False,False,D,Safe,False,False,False,8952.0,False
RI,44,RI-SD-31,031,False,False,D,Safe,False,False,False,11495.0,False
RI,44,RI-SD-32,032,False,False,D,Safe,False,False,False,13064.0,False
RI,44,RI-SD-33,033,False,False,D,Lean,False,False,False,11279.0,False
RI,44,RI-SD-34,034,False,False,R,Safe,False,False,False,12025.0,False
RI,44,RI-SD-35,035,False,False,D,Lean,False,False,False,13244.0,False
RI,44,RI-SD-36,036,False,False,D,Safe,False,False,False,13190.0,False
RI,44,RI-SD-37,037,False,False,D,Safe,False,False,False,9723.0,False
RI,44,RI-SD-38,038,False,False,R,Likely,False,False,False,9539.0,False
SC,45,SC-SD-1,001,R,False,R,Uncontested,Thomas Alexander,False,False,40944.0,True
SC,45,SC-SD-2,002,R,False,R,Uncontested,Rex Rice,False,False,40944.0,True
SC,45,SC-SD-3,003,False,False,R,Uncontested,TBA,False,False,40944.0,True
SC,45,SC-SD-4,004,R,False,R,Safe,Mike Gambrell,Jose Villa,False,40944.0,True
SC,45,SC-SD-5,005,False,False,R,Safe,TBA,Michael McCord,False,40944.0,True
SC,45,SC-SD-6,006,R,False,R,Safe,Dwight Loftis,Hao Wu,False,40944.0,True
SC,45,SC-SD-7,007,False,False,D,Safe,Jack Logan,TBA,False,40944.0,True
SC,45,SC-SD-8,008,False,False,R,Uncontested,TBA,False,False,40944.0,True
SC,45,SC-SD-9,009,R,False,R,Uncontested,Danny Verdin,False,False,40944.0,True
SC,45,SC-SD-10,010,D,False,D,Lean,TBA,Floyd Nicholson,False,40944.0,True
SC,45,SC-SD-11,011,D,False,D,Likely,Josh Kimbrell,Glenn Reese,False,40944.0,True
SC,45,SC-SD-12,012,False,False,R,Safe,TBA,Dawn Bingham,False,40944.0,True
SC,45,SC-SD-13,013,R,False,R,Uncontested,Shane Martin,False,False,40944.0,True
SC,45,SC-SD-14,014,R,False,R,Safe,Harvey Peeler,False,Sarah Work,40944.0,True
SC,45,SC-SD-15,015,R,False,R,Safe,Wes Climer,Vickie Holt,False,40944.0,True
SC,45,SC-SD-16,016,False,False,R,Safe,TBA,Ram Mammadov,False,40944.0,True
SC,45,SC-SD-17,017,False,False,D,Likely,Erin Mosley,TBA,False,40944.0,True
SC,45,SC-SD-18,018,False,False,R,Safe,TBA,Christopher Thibault,False,40944.0,True
SC,45,SC-SD-19,019,D,False,D,Uncontested,False,John Scott,False,40944.0,True
SC,45,SC-SD-20,020,D,False,D,Lean,TBA,Dick Harpootlian,False,40944.0,False
SC,45,SC-SD-21,021,D,False,D,Uncontested,False,Darrell Jackson,False,40944.0,True
SC,45,SC-SD-22,022,D,False,D,Safe,TBA,Mia McLeod,False,40944.0,True
SC,45,SC-SD-23,023,R,False,R,Safe,Katrina Shealy,Bill Brown,False,40944.0,True
SC,45,SC-SD-24,024,R,False,R,Uncontested,Tom Young,False,False,40944.0,True
SC,45,SC-SD-25,025,False,False,R,Safe,TBA,Shirley Green Frayson,False,40944.0,True
SC,45,SC-SD-26,026,D,False,D,Safe,TBA,Nikki Setzler,False,40944.0,True
SC,45,SC-SD-27,027,D,False,D,Likely,Penry Gustafson,Vincent Sheheen,False,40944.0,True
SC,45,SC-SD-28,028,R,False,R,Uncontested,Greg Hembree,False,False,40944.0,True
SC,45,SC-SD-29,029,D,False,D,Safe,J.D. Chaplin,Gerald Malloy,False,40944.0,True
SC,45,SC-SD-30,030,False,False,D,Uncontested,False,TBA,False,40944.0,True
SC,45,SC-SD-31,031,R,False,R,Uncontested,Hugh Leatherman,False,False,40944.0,True
SC,45,SC-SD-32,032,False,False,D,Safe,David Ellison,TBA,False,40944.0,True
SC,45,SC-SD-33,033,False,False,R,Uncontested,TBA,False,False,40944.0,True
SC,45,SC-SD-34,034,R,False,R,Safe,Stephen Goldfinch,Emily Cegledy,False,40944.0,True
SC,45,SC-SD-35,035,D,False,D,Uncontested,False,Thomas McElveen,False,40944.0,True
SC,45,SC-SD-36,036,False,False,D,Safe,Leon Winn,TBA,False,40944.0,True
SC,45,SC-SD-37,037,R,False,R,Safe,Larry Grooms,Kathryn Whitaker,Steve French,40944.0,True
SC,45,SC-SD-38,038,R,False,R,Safe,Sean Bennett,John Lowe,False,40944.0,True
SC,45,SC-SD-39,039,False,False,D,Safe,Tom Connor,TBA,False,40944.0,True
SC,45,SC-SD-40,040,False,False,D,Uncontested,False,TBA,False,40944.0,True
SC,45,SC-SD-41,041,R,False,R,Lean,Sandy Senn,TBA,False,40944.0,True
SC,45,SC-SD-42,042,D,False,D,Uncontested,False,Marlon Kimpson,False,40944.0,True
SC,45,SC-SD-43,043,R,False,R,Lean,Chip Campsen,Richard Hricik,False,40944.0,True
SC,45,SC-SD-44,044,False,False,R,Likely,TBA,TBA,False,40944.0,True
SC,45,SC-SD-45,045,D,False,D,Safe,Rodney Buncum,Margie Bright Matthews,False,40944.0,True
SC,45,SC-SD-46,046,R,False,R,Safe,Tom Davis,Nathan Campbell,False,40944.0,True
SD,46,SD-SD-1,001,D,False,D,Tilt,Michael Rohl,Susan Wismer,False,5886.0,False
SD,46,SD-SD-2,002,R,False,R,Uncontested,Brock L. Greenfield,False,False,9781.0,False
SD,46,SD-SD-3,003,R,False,R,Safe,Al R. Novstrup,Josh Halsey,False,9125.0,False
SD,46,SD-SD-4,004,R,False,R,Uncontested,John Wiik,False,False,10025.0,False
SD,46,SD-SD-5,005,R,False,R,Uncontested,Lee Schoenbeck,False,False,6358.0,False
SD,46,SD-SD-6,006,False,False,R,Safe,Herman Otten,Nancy Kirstein,False,10670.0,False
SD,46,SD-SD-7,007,R,False,R,Uncontested,V. J. Smith,False,False,7568.0,False
SD,46,SD-SD-8,008,False,False,R,Uncontested,Casey Crabtree,False,False,9998.0,False
SD,46,SD-SD-9,009,R,False,R,Safe,Wayne H. Steinhauer,Suzie Jones Pranger,False,8399.0,False
SD,46,SD-SD-10,010,R,False,R,Safe,Maggie Sutton,Nichole Cauwels,False,8798.0,False
SD,46,SD-SD-11,011,R,False,R,Safe,Jim Stalzer,Tom Cool,False,10248.0,False
SD,46,SD-SD-12,012,R,False,False,Toss-Up,R. Blake Curd,Jessica Meyers,False,9714.0,False
SD,46,SD-SD-13,013,R,False,R,Uncontested,Jack Kolbeck,False,False,11380.0,False
SD,46,SD-SD-14,014,False,False,R,Safe,TBA,Timothy Reed,False,10799.0,False
SD,46,SD-SD-15,015,D,False,D,Safe,Thor Bardon,Reynold F. Nesiba,False,3258.0,False
SD,46,SD-SD-16,016,R,False,R,Uncontested,Jim Bolin,False,False,9946.0,False
SD,46,SD-SD-17,017,False,False,R,Safe,TBA,Codylee Riedmann,False,8098.0,False
SD,46,SD-SD-18,018,False,True,R,Tilt,Jean Hunhoff,Jay Williams,False,8579.0,False
SD,46,SD-SD-19,019,R,False,R,Uncontested,Kyle Schoenfish,False,False,10173.0,False
SD,46,SD-SD-20,020,False,False,R,Safe,Joshua Klumb,False,Alexander Martin,9113.0,False
SD,46,SD-SD-21,021,False,False,R,Safe,Erin Tobin,Dan Kerner Andersson,False,9002.0,False
SD,46,SD-SD-22,022,False,False,R,Uncontested,David Wheeler,False,False,8167.0,False
SD,46,SD-SD-23,023,False,False,R,Uncontested,Bryan Breitling,False,False,9530.0,False
SD,46,SD-SD-24,024,False,False,R,Uncontested,Mary Duvall,False,False,10508.0,False
SD,46,SD-SD-25,025,R,False,R,Uncontested,Kris K. Langer,False,False,9639.0,False
SD,46,SD-SD-26,026,D,False,D,Tilt,Joel Koskan,Troy Heinert,False,7346.0,False
SD,46,SD-SD-27,027,D,False,D,Safe,Judd W Schomp,Red Dawn Foster,False,6271.0,False
SD,46,SD-SD-28,028,R,False,R,Uncontested,Ryan M. Maher,False,False,8582.0,False
SD,46,SD-SD-29,029,R,False,R,Uncontested,Gary Cammack,False,False,8980.0,False
SD,46,SD-SD-30,030,False,False,R,Uncontested,TBA,False,False,11729.0,False
SD,46,SD-SD-31,031,False,False,R,Uncontested,Timothy Johns,False,False,10672.0,False
SD,46,SD-SD-32,032,R,False,R,Safe,Helene Duhamel,Michael Calabrese,False,9006.0,False
SD,46,SD-SD-33,033,False,False,R,Safe,David Johnson,Ryan A. Ryder,False,10673.0,False
SD,46,SD-SD-34,034,False,False,R,Safe,Michael G. Diedrich,George Nelson,False,10101.0,False
SD,46,SD-SD-35,035,R,False,R,Uncontested,Jessica Castleberry,False,False,6973.0,False
TN,47,TN-SD-1,001,False,False,Election,No,False,False,False,43262.0,False
TN,47,TN-SD-2,002,R,False,R,Uncontested,Art Swann,False,False,55997.0,False
TN,47,TN-SD-3,003,False,False,Election,No,False,False,False,50236.0,False
TN,47,TN-SD-4,004,R,False,R,Safe,Jon Lundberg,Amber Riddle,False,63360.0,True
TN,47,TN-SD-5,005,False,False,Election,No,False,False,False,67284.0,False
TN,47,TN-SD-6,006,R,False,R,Safe,Becky Duncan Massey,TBA,False,63360.0,True
TN,47,TN-SD-7,007,False,False,Election,No,False,False,False,69384.0,False
TN,47,TN-SD-8,008,R,False,R,Uncontested,Frank S. Niceley,False,False,63360.0,True
TN,47,TN-SD-9,009,False,False,Election,No,False,False,False,57893.0,False
TN,47,TN-SD-10,010,R,False,R,Likely,Todd Gardenhire,Glenn Scruggs,False,63360.0,True
TN,47,TN-SD-11,011,False,False,Election,No,False,False,False,78414.0,False
TN,47,TN-SD-12,012,R,False,R,Uncontested,Ken Yager,False,False,63360.0,True
TN,47,TN-SD-13,013,False,False,Election,No,False,False,False,64127.0,False
TN,47,TN-SD-14,014,R,False,R,Safe,Shane Reeves,Chase Clemons,False,63360.0,True
TN,47,TN-SD-15,015,False,False,Election,No,False,False,False,66431.0,False
TN,47,TN-SD-16,016,R,False,R,Safe,Janice Bowling,Sheila Younglove,False,63360.0,True
TN,47,TN-SD-17,017,False,False,Election,No,False,False,False,75816.0,False
TN,47,TN-SD-18,018,R,False,R,Safe,Ferrell Haile,False,John A. Gentry,63360.0,True
TN,47,TN-SD-19,019,False,False,Election,No,False,False,False,57802.0,False
TN,47,TN-SD-20,020,R,False,False,Toss-Up,Steven Reid Dickerson,TBA,False,63360.0,True
TN,47,TN-SD-21,021,False,False,Election,No,False,False,False,55905.0,False
TN,47,TN-SD-22,022,False,False,R,Safe,TBA,Ronnie L. Glynn,False,63360.0,True
TN,47,TN-SD-23,023,False,False,Election,No,False,False,False,101828.0,False
TN,47,TN-SD-24,024,False,False,R,Safe,TBA,False,Yahweh Yahweh,63360.0,True
TN,47,TN-SD-25,025,False,False,Election,No,False,False,False,65983.0,False
TN,47,TN-SD-26,026,False,False,R,Safe,TBA,Civil Miller-Watkins,False,63360.0,True
TN,47,TN-SD-27,027,False,False,Election,No,False,False,False,55014.0,False
TN,47,TN-SD-28,028,R,False,R,Safe,Joey Hensley,False,James Gray,63360.0,True
TN,47,TN-SD-29,029,False,False,Election,No,False,False,False,52530.0,False
